text,summary
"The apps 'Social_Networking', 'Shopping', 'Shopping', 'Shopping', 'Shopping', 'Shopping', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Shopping', 'Social_Networking'  are used prior to the prediction. On Thursday 12 PM. This user is close to Hotel ,Business affairs ,Residence ,Entertainment and leisure ,Government ,Factory ,Shopping ,Restaurant and Landmark","Based on the global information, the next app will be a Shopping app (100.0%). "
"The apps 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities'  are used prior to the prediction. On Friday 10 AM. This user is close to Government","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps Shopping, Communication, Shopping, Communication, Social_Networking, Shopping, Social_Networking, Shopping, Shopping, Social_Networking, Shopping, Social_Networking, Shopping, Shopping, Utilities  are used prior to the prediction. On Wednesday 02 AM","Based on the global information, the next app will be a Shopping app (100.0%). "
"The apps 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking'  are used prior to the prediction. On Monday 10 AM. This user is close to Life service ,Sports ,Residence ,Shopping ,Restaurant and Education","Based on the global information, the next app will be a Utilities app (67.0%), Shopping app (33.0%). "
"The apps 'Shopping', 'Utilities', 'Utilities', 'Shopping', 'Utilities', 'Utilities', 'Shopping', 'Utilities', 'Shopping', 'Utilities', 'Shopping', 'Utilities', 'Utilities', 'Shopping', 'Shopping'  are used prior to the prediction. On Wednesday 06 PM. This user is close to Business affairs ,Residence ,Government and Education","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Games', 'Utilities', 'Navigation', 'Utilities', 'Navigation', 'Utilities', 'Utilities', 'Games', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Navigation'  are used prior to the prediction. On Friday 08 AM. This user is close to Medical care and Residence","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Social_Networking', 'Games', 'Social_Networking', 'Games', 'Social_Networking', 'Lifestyle', 'Social_Networking', 'Games', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities'  are used prior to the prediction. On Thursday 07 AM. This user is close to Business affairs ,Life service ,Residence ,Government ,Factory ,Shopping and Landmark","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News'  are used prior to the prediction. On Friday 12 PM. This user is close to Business affairs","Based on the global information, the next app will be a News app (92.0%), Utilities app (4.0%), Lifestyle app (1.0%). "
"The apps 'Utilities', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Utilities', 'Lifestyle', 'Lifestyle', 'Utilities', 'Navigation', 'Lifestyle', 'Lifestyle', 'Navigation', 'Utilities', 'Lifestyle', 'Lifestyle'  are used prior to the prediction. On Friday 02 PM. This user is close to Residence and Government","Based on the global information, the next app will be a Navigation app (100.0%). "
"The apps Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication  are used prior to the prediction. On Tuesday 10 AM","Based on the global information, the next app will be a Social_Networking app (94.0%), Communication app (4.0%), Utilities app (2.0%). "
"The apps 'Entertainment', 'Entertainment', 'Entertainment', 'Entertainment', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Photo&Video', 'Entertainment', 'Social_Networking', 'Photo&Video', 'Entertainment'  are used prior to the prediction. On Wednesday 09 PM. This user is close to Business affairs ,Shopping and Restaurant","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Utilities', 'Navigation', 'Utilities', 'Utilities', 'Navigation', 'Utilities', 'Navigation', 'Utilities', 'Utilities', 'Navigation', 'Utilities', 'Navigation', 'Utilities', 'Social_Networking', 'Utilities'  are used prior to the prediction. On Saturday 10 AM. This user is close to Hotel ,Business affairs ,Life service ,Residence ,Shopping and Restaurant","Based on the global information, the next app will be a Lifestyle app (100.0%). "
"The apps Social_Networking, Social_Networking, Communication, Communication, Utilities, Navigation, Communication, Communication, Communication, Social_Networking, Communication, Social_Networking, Entertainment, Communication, Communication  are used prior to the prediction. On Saturday 03 PM","Based on the global information, the next app will be a Entertainment app (100.0%). "
"The apps 'Social_Networking', 'Photo&Video', 'Utilities', 'Social_Networking', 'Music', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Music', 'Social_Networking', 'Music'  are used prior to the prediction. On Monday 12 AM. This user is close to Business affairs","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps Communication, Shopping, Communication, Shopping, Communication, Shopping, Communication, Shopping, Communication, Shopping, References, Shopping, References, Shopping, References  are used prior to the prediction. On Sunday 12 AM","Based on the global information, the next app will be a Shopping app (100.0%). "
"The apps Utilities, Social_Networking, Social_Networking, Social_Networking, Social_Networking, Communication, Social_Networking, Social_Networking, Social_Networking, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication  are used prior to the prediction. On Friday 02 PM","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Utilities', 'Social_Networking', 'Social_Networking', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities'  are used prior to the prediction. On Monday 08 PM. This user is close to Hotel ,Business affairs ,Residence ,Government ,Shopping and Restaurant","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Communication, Utilities, Communication, Utilities, Communication, Social_Networking, Communication, Utilities, Communication, Utilities  are used prior to the prediction. On Saturday 06 PM","Based on the global information, the next app will be a Communication app (100.0%). "
"The apps 'Utilities', 'Utilities', 'Music', 'Utilities', 'Lifestyle', 'Music', 'Music', 'Lifestyle', 'Music', 'Lifestyle', 'Music', 'Lifestyle', 'Social_Networking', 'Lifestyle', 'Social_Networking'  are used prior to the prediction. On Friday 12 PM. This user is close to Residence","Based on the global information, the next app will be a Lifestyle app (100.0%). "
"The apps Communication, Communication, Communication, Communication, Communication, Communication, Communication, Social_Networking, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication  are used prior to the prediction. On Monday 09 PM","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps Communication, Social_Networking, Communication, Social_Networking, Music, Shopping, Utilities, Shopping, Utilities, Shopping, Utilities, Shopping, Utilities, Utilities, Shopping  are used prior to the prediction. On Monday 08 PM","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Lifestyle', 'Utilities', 'Utilities', 'Lifestyle', 'Lifestyle', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking', 'Utilities'  are used prior to the prediction. On Thursday 09 AM. This user is close to Residence","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News'  are used prior to the prediction. On Sunday 04 PM. This user is close to Residence","Based on the global information, the next app will be a News app (97.0%), Social_Networking app (1.0%), Utilities app (1.0%). "
"The apps Social_Networking, Communication, Social_Networking, Social_Networking, Communication, Social_Networking, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Social_Networking, Communication, Social_Networking, Communication  are used prior to the prediction. On Thursday 09 PM","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities  are used prior to the prediction. On Monday 11 PM","Based on the global information, the next app will be a Communication app (96.0%), Entertainment app (1.0%), Social_Networking app (1.0%). "
"The apps 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities'  are used prior to the prediction. On Thursday 11 AM. This user is close to Business affairs","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication  are used prior to the prediction. On Monday 04 AM","Based on the global information, the next app will be a Communication app (97.0%), Utilities app (2.0%), Shopping app (1.0%). "
"The apps 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Social_Networking', 'Music', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Photo&Video', 'Photo&Video'  are used prior to the prediction. On Monday 04 PM. This user is close to Business affairs ,Sports and Residence","Based on the global information, the next app will be a Photo&Video app (100.0%). "
"The apps Utilities, Social_Networking, Utilities, Entertainment, Communication, Communication, Entertainment, Social_Networking, Entertainment, Communication, Entertainment, Communication, Entertainment, Communication, Entertainment  are used prior to the prediction. On Friday 06 PM","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps Shopping, Social_Networking, Shopping, Social_Networking, Shopping, Social_Networking, Shopping, Social_Networking, Shopping, Social_Networking, Shopping, Social_Networking, Shopping, Social_Networking, Shopping  are used prior to the prediction. On Thursday 11 AM","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities'  are used prior to the prediction. On Tuesday 08 PM. This user is close to Business affairs ,Residence and Restaurant","Based on the global information, the next app will be a Utilities app (96.0%), Social_Networking app (3.0%), Finance app (1.0%). "
"The apps Entertainment, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Communication, Communication, Communication, Communication, Communication, Communication, Communication  are used prior to the prediction. On Thursday 03 AM","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Lifestyle', 'Utilities', 'Lifestyle', 'Lifestyle', 'Utilities', 'Utilities', 'Lifestyle', 'Lifestyle', 'Utilities', 'Lifestyle', 'Utilities', 'Lifestyle', 'Lifestyle', 'Utilities', 'Lifestyle'  are used prior to the prediction. On Thursday 05 PM. This user is close to Business affairs","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication  are used prior to the prediction. On Saturday 11 PM","Based on the global information, the next app will be a Utilities app (91.0%), Communication app (7.000000000000001%), Shopping app (2.0%). "
"The apps 'Travel', 'Social_Networking', 'Travel', 'Social_Networking', 'Navigation', 'Social_Networking', 'Navigation', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Travel', 'Social_Networking', 'Travel', 'Navigation', 'Social_Networking'  are used prior to the prediction. On Thursday 10 PM. This user is close to Business affairs ,Residence ,Shopping and Education","Based on the global information, the next app will be a Travel app (100.0%). "
"The apps 'Travel', 'Social_Networking', 'Travel', 'Social_Networking', 'Travel', 'Social_Networking', 'Travel', 'Social_Networking', 'Travel', 'Travel', 'Travel', 'Utilities', 'Travel', 'Travel', 'Travel'  are used prior to the prediction. On Friday 09 AM. This user is close to Residence ,Entertainment and leisure ,Shopping and Education","Based on the global information, the next app will be a Travel app (100.0%). "
"The apps 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Photo&Video', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Photo&Video', 'Photo&Video'  are used prior to the prediction. On Friday 06 PM. This user is close to Business affairs ,Shopping and Restaurant","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'News'  are used prior to the prediction. On Thursday 01 PM. This user is close to Residence","Based on the global information, the next app will be a News app (92.0%), Social_Networking app (6.0%), Utilities app (3.0%). "
"The apps 'Shopping', 'Lifestyle', 'Utilities', 'Shopping', 'Social_Networking', 'Lifestyle', 'Social_Networking', 'Lifestyle', 'Social_Networking', 'Social_Networking', 'Games', 'Games', 'Social_Networking', 'Social_Networking', 'Games'  are used prior to the prediction. On Thursday 07 AM. This user is close to Life service ,Residence ,Government ,Shopping and Education","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Photo&Video', 'Utilities', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video', 'Photo&Video'  are used prior to the prediction. On Friday 07 PM. This user is close to Hotel ,Residence ,Government ,Shopping and Restaurant","Based on the global information, the next app will be a Photo&Video app (78.0%), Utilities app (22.0%). "
"The apps 'News', 'News', 'News', 'News', 'News', 'News', 'News', 'Utilities', 'Navigation', 'Utilities', 'News', 'Social_Networking', 'News', 'News', 'News'  are used prior to the prediction. On Tuesday 10 AM. This user is close to Medical care ,Hotel ,Business affairs ,Life service ,Residence ,Entertainment and leisure ,Scenic spot ,Government ,Factory ,Shopping ,Restaurant ,Education and Landmark","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Entertainment', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Entertainment', 'Social_Networking', 'Lifestyle', 'Social_Networking', 'Lifestyle'  are used prior to the prediction. On Thursday 09 PM. This user is close to Residence","Based on the global information, the next app will be a Music app (100.0%). "
"The apps Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking, Utilities, Social_Networking  are used prior to the prediction. On Friday 11 PM","Based on the global information, the next app will be a Utilities app (97.0%), Social_Networking app (3.0%). "
"The apps 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Utilities', 'Lifestyle', 'Lifestyle', 'Utilities', 'Lifestyle', 'Utilities', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle'  are used prior to the prediction. On Friday 10 AM. This user is close to Residence and Education","Based on the global information, the next app will be a Lifestyle app (100.0%). "
"The apps 'Navigation', 'Navigation', 'Utilities', 'Navigation', 'Utilities', 'Navigation', 'Utilities', 'Navigation', 'Navigation', 'Utilities', 'Utilities', 'Navigation', 'Utilities', 'Navigation', 'Utilities'  are used prior to the prediction. On Thursday 12 PM. This user is close to Business affairs ,Residence and Education","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Social_Networking', 'Photo&Video', 'Photo&Video', 'Utilities', 'Photo&Video', 'Photo&Video', 'Utilities', 'Photo&Video', 'Photo&Video'  are used prior to the prediction. On Friday 03 PM. This user is close to Hotel ,Business affairs ,Residence ,Government ,Shopping ,Restaurant and Education","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Lifestyle', 'Utilities', 'Utilities', 'Lifestyle', 'Utilities'  are used prior to the prediction. On Saturday 04 PM. This user is close to Scenic spot","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Utilities', 'Utilities', 'Utilities', 'Lifestyle', 'Utilities', 'Lifestyle', 'Utilities', 'Utilities', 'Utilities', 'Navigation', 'Social_Networking', 'Navigation', 'Utilities', 'Navigation', 'Utilities'  are used prior to the prediction. On Thursday 03 PM. This user is close to Business affairs ,Life service ,Residence ,Entertainment and leisure ,Government ,Shopping and Restaurant","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Thursday 04 PM. This user is close to Business affairs and Landmark","Based on the global information, the next app will be a Social_Networking app (94.0%), Utilities app (2.0%), Lifestyle app (1.0%). "
"The apps Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Communication  are used prior to the prediction. On Wednesday 03 PM","Based on the global information, the next app will be a Communication app (80.0%), Shopping app (20.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Music', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Education', 'Social_Networking', 'Music'  are used prior to the prediction. On Friday 04 PM. This user is close to Residence","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Utilities', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel'  are used prior to the prediction. On Tuesday 03 PM. This user is close to Business affairs and Residence","Based on the global information, the next app will be a Travel app (100.0%). "
"The apps Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication  are used prior to the prediction. On Monday 12 PM","Based on the global information, the next app will be a Utilities app (98.0%), Shopping app (1.0%), Communication app (1.0%). "
"The apps 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities'  are used prior to the prediction. On Wednesday 11 AM. This user is close to Business affairs ,Culture ,Residence ,Government and Shopping","Based on the global information, the next app will be a Utilities app (98.0%), Finance app (1.0%), Navigation app (1.0%). "
"The apps 'Travel', 'Travel', 'Travel', 'Travel', 'Social_Networking', 'Travel', 'Utilities', 'Social_Networking', 'Travel', 'Social_Networking', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel'  are used prior to the prediction. On Saturday 06 PM. This user is close to Business affairs ,Life service ,Residence ,Government ,Shopping and Landmark","Based on the global information, the next app will be a Travel app (100.0%). "
"The apps 'Games', 'Games', 'Games', 'Games', 'Games', 'Games', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. On Monday 07 PM. This user is close to Residence","Based on the global information, the next app will be a Social_Networking app (100.0%). "
"The apps Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication  are used prior to the prediction. On Sunday 02 AM","Based on the global information, the next app will be a Social_Networking app (90.0%), Communication app (7.000000000000001%), Photo&Video app (3.0%). "
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Music', 'Music', 'Photo&Video', 'Photo&Video', 'Music', 'Photo&Video', 'Music'  are used prior to the prediction. On Wednesday 08 PM. This user is close to Business affairs","Based on the global information, the next app will be a Utilities app (100.0%). "
"The apps 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities'  are used prior to the prediction. On Thursday 02 PM. This user is close to Business affairs ,Residence and Shopping","Based on the global information, the next app will be a Utilities app (96.0%), Social_Networking app (1.0%), Communication app (1.0%). "
"The apps 'Photo&Video', 'Utilities', 'Utilities', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Utilities', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Utilities', 'Utilities', 'Lifestyle', 'Utilities'  are used prior to the prediction. On Saturday 05 PM. This user is close to Business affairs","Based on the global information, the next app will be a Lifestyle app (100.0%). "
