text,summary
"The apps Utilities, Communication, Navigation, Utilities, Navigation, Utilities, Navigation, Utilities, Navigation, Utilities, Navigation, Utilities, Navigation, Utilities, Navigation  are used prior to the prediction. The apps 10, 4, 6, 10, 6, 10, 6, 10, 6, 10, 6, 10, 6, 10, 6  are used prior to the prediction. On Thursday 12 AM. Utilities : 10, 28, 2, 12, 18 - Communication : 30, 1, 4, 53 - Lifestyle : 76 - Entertainment : 43, 7 - Navigation : 6 - Music : 49 - Shopping : 17 - Social_Networking : 3, 8 - Finance : 37 - References : 20 - Photo&Video : 13. ",this user will use App 10
"The apps Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Communication, Utilities, Communication, Utilities, Communication, Communication, Communication  are used prior to the prediction. The apps 12, 4, 12, 4, 12, 4, 12, 4, 4, 2, 4, 5, 16, 4, 16  are used prior to the prediction. On Wednesday 03 AM. Communication : 4, 50, 9, 30, 16 - Utilities : 5, 24, 2, 12, 69, 28, 18 - Lifestyle : 38, 62 - Shopping : 17 - Games : 85 - Entertainment : 7 - Finance : 27 - Navigation : 6. ",this user will use App 4
"The apps 'News', 'News', 'News', 'Social_Networking', 'News', 'News', 'Social_Networking', 'Social_Networking', 'News', 'News', 'News', 'News', 'News', 'News', 'News'  are used prior to the prediction. The apps 53, 12, 53, 2, 53, 12, 2, 77, 12, 19, 12, 19, 12, 53, 12  are used prior to the prediction. On Wednesday 10 PM. Social_Networking : 5, 2, 1, 202, 77, 252, 398, 522, 55, 763, 212, 121, 23, 36, 256, 235, 371, 18, 364, 286, 430, 370, 471, 363, 935, 228, 368, 929, 377, 917, 905, 376, 359, 1087, 369, 1267, 932, 223, 358, 375, 372, 572, 843, 1967, 1484, 1232, 1721, 619, 1491, 1594, 653 - Utilities : 142, 570, 778, 1703, 1636, 167, 80, 422, 34, 72, 182, 128, 46, 97, 15, 105, 379, 38, 60, 325, 108, 623, 158, 74, 898, 1347, 61, 210, 107, 489, 823, 90, 1263, 229, 468, 148, 382, 201, 505, 688, 276, 1253, 185, 68, 547, 160, 1092, 230, 563, 510, 571, 366, 348, 221, 1154, 1090, 62, 1946, 1619, 350, 1095, 751, 729, 427, 277, 1242, 42, 820, 1174, 1206, 47, 274, 643, 745, 52, 534, 199, 1376, 826, 1424, 556, 516, 1026, 934, 993, 1121, 281, 251, 1353, 1549, 991, 1466, 1643, 288, 83, 1219, 632, 1400, 710, 1745, 753, 1313, 267, 263, 1791, 1624, 51, 1994, 968, 1710, 1354, 93, 1350, 135, 1372, 1837, 435, 1281, 1323, 1416 - Entertainment : 30, 32, 244, 469, 706, 674, 390, 98, 842, 1303, 1151, 497, 312, 1687, 986, 543, 187, 392, 1973, 411, 1956, 1727, 684, 405, 524, 1620, 1566, 1067, 1485, 1579, 584, 406, 1926, 1749, 637, 1554, 1806, 1897, 1762, 1662, 501 - Music : 10, 209, 492, 289, 508, 287, 394, 407, 408, 1879, 626, 417, 654, 676, 354, 1247, 483, 583, 791, 1056, 1644, 1404, 1667, 513, 1849, 361 - News : 12, 19, 21, 53, 113, 146, 24, 425, 472, 565, 335, 1759, 1326, 1535, 1438, 614, 1128, 1210, 1321, 1836 - Lifestyle : 29, 126, 79, 389, 76, 384, 172, 387, 381, 33, 1318, 413, 351, 116, 17, 613, 528, 138, 1567, 766, 227, 239, 523, 1627, 324, 246, 1215, 1084, 708, 222, 1548, 1822, 770, 1183, 777, 974, 783, 1760, 652 - Navigation : 4, 916, 9, 41, 428, 559, 1278, 606, 717, 290, 309, 662, 8, 658, 532, 115, 447, 657, 82, 756, 928, 1525, 1578, 1081 - Shopping : 70, 232, 255, 591, 948, 854, 1199, 747, 1208, 969, 882, 863, 1044 - Books : 123, 1801, 1847, 63, 804 - Games : 645, 7, 624, 215, 300, 310, 664, 1680, 329, 561, 1701 - Weather : 125, 424, 757, 964, 462, 1396, 1083 - Photo&Video : 237, 439, 1166, 1098, 1159, 1889, 1017, 1179, 1963, 1519, 320, 1591, 1513, 1537, 1110, 1605 - Travel : 31, 37, 200, 529, 360, 184, 875, 259, 250, 612, 1180, 195, 308, 284, 1489, 1428, 1486 - References : 918, 432, 1099, 54, 515 - Health & Fitness : 592, 718, 1331 - Education : 504, 1222, 334, 1692. This user is close to Hotel ,Business affairs ,Culture and Landmark. ",this user will use App 53
"The apps Communication, Utilities, Communication, Utilities, Navigation, Social_Networking, Navigation, Social_Networking, Navigation, Social_Networking, Navigation, Communication, Music, Communication, Communication  are used prior to the prediction. The apps 63, 10, 63, 10, 6, 21, 6, 21, 6, 21, 6, 16, 40, 1, 16  are used prior to the prediction. On Friday 08 PM. Social_Networking : 80, 3, 21, 8, 46 - Communication : 63, 16, 61, 9, 1, 4, 11, 14, 81 - Utilities : 2, 5, 10, 18, 12, 64 - Music : 40, 22 - Navigation : 6 - Entertainment : 52, 7 - Photo&Video : 13 - Shopping : 17 - References : 20. ",this user will use App 10
"The apps 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Lifestyle', 'Lifestyle', 'Utilities', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Utilities', 'Lifestyle', 'Utilities'  are used prior to the prediction. The apps 442, 436, 442, 436, 442, 76, 29, 34, 381, 387, 389, 528, 80, 29, 34  are used prior to the prediction. On Friday 03 PM. Social_Networking : 2, 202, 77, 1, 235, 252, 398, 763, 522, 36, 286, 1267, 1087, 1967 - Utilities : 34, 221, 442, 251, 436, 489, 72, 563, 107, 80, 60, 1698, 148, 1939, 710, 46, 74, 276, 350, 1323, 1233, 128, 1791, 379, 556, 1624 - Lifestyle : 29, 76, 389, 381, 384, 387, 528, 227, 172, 351, 222, 246, 126, 652, 766, 708 - Navigation : 290, 9, 309, 756, 532, 4, 1456 - Shopping : 70, 1199, 591, 854 - Photo&Video : 320, 1110, 1513, 1591 - References : 54 - Weather : 1639 - Health & Fitness : 1868 - Finance : 266, 558. This user is close to Business affairs and Government. ",this user will use App 384
"The apps 'Utilities', 'Finance', 'Utilities', 'Finance', 'Finance', 'Finance', 'Finance', 'Utilities', 'Utilities', 'Finance', 'Finance', 'Finance', 'Utilities', 'Finance', 'Utilities'  are used prior to the prediction. The apps 150, 192, 150, 192, 333, 192, 333, 150, 131, 333, 192, 333, 131, 333, 150  are used prior to the prediction. On Monday 11 AM. Utilities : 150, 698, 131, 588, 27, 1171, 378, 42, 1261, 1683, 1325, 64, 221, 207, 219, 292, 1514, 191, 51, 1054, 52, 1003, 68, 234, 47, 132, 34, 745, 182, 906, 93, 38, 1405, 374, 1219, 367, 479, 426, 1075, 362, 716, 338, 80, 1619, 934, 1521, 1931, 103, 382, 315, 951, 1011, 1016, 74, 275, 107, 535, 1288, 1968, 725 - Finance : 192, 333, 401, 782, 649 - Navigation : 4, 9, 662, 1674, 447, 1740, 658 - Lifestyle : 33, 17, 126, 29, 783, 768, 774, 770, 781, 387, 384, 381, 389, 528, 760, 76, 799, 777, 1084 - Travel : 31 - Social_Networking : 1, 55, 5, 2, 371, 18, 372, 223 - News : 12, 19, 53, 335 - Shopping : 257, 294, 802, 788, 787, 786, 796, 790, 785, 801, 798 - Books : 63, 804, 527 - Games : 1661 - References : 54, 1220 - Music : 287. This user is close to Business affairs. ",this user will use App 131
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Games', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. The apps 2, 77, 2, 77, 2, 580, 2, 252, 2, 252, 2, 252, 2, 1, 2  are used prior to the prediction. On Thursday 06 PM. Social_Networking : 2, 1, 5, 77, 235, 202, 252, 522, 398, 286, 375, 377, 368, 369, 376, 372, 228, 358, 371, 1267, 363, 370, 763, 359, 471, 806, 55, 935, 932, 929, 18, 1491 - Utilities : 170, 892, 534, 72, 46, 956, 108, 593, 34, 617, 60, 80, 74, 1283, 426, 1467, 659, 182, 1246, 129, 1528, 503, 90, 97, 778, 105, 1233, 576, 661, 1058, 1324, 251, 1942, 242, 489, 907, 107, 1435, 710, 1590, 968, 148, 210, 563, 366, 201, 199, 348, 128, 1355, 883, 276, 1090, 1876, 1281, 38, 350, 738, 189, 352, 42, 379, 1829, 325, 688, 1350, 1219, 1368, 926, 357, 47, 1313, 1144, 382, 1447, 340, 1364, 1643, 221, 934, 589, 745, 1624, 1466, 556, 1791, 1353, 1557, 496, 1837, 52, 1670, 1492, 571, 265, 62, 1950, 1092, 295, 51, 1686, 1018, 1094, 1424, 486, 1621, 1512, 1831 - Finance : 89, 343, 355, 687, 769, 402, 204, 266, 1308, 558, 1616, 401, 845, 1123, 649, 973, 1057, 1565, 690, 1891, 455, 668 - Lifestyle : 29, 126, 172, 351, 381, 384, 389, 176, 76, 246, 387, 708, 528, 635, 79, 766, 1365, 227, 903, 1401, 1311, 542, 413, 613, 652, 1084 - Games : 168, 475, 580, 715, 7, 300, 664, 310, 561 - Music : 287, 161, 972, 1034, 1904, 1711, 1695, 1726, 1506, 1334, 1410, 1388, 1717, 1888, 1120, 849, 628, 1870, 1561, 1539, 1656, 1669, 990, 1000 - Navigation : 4, 9, 115, 532, 559, 606, 1081, 41, 82, 662, 1578, 658, 447, 194, 726, 1278, 1378, 1389, 428, 717, 723, 657 - Entertainment : 741, 1237, 705, 1897 - Shopping : 294, 70, 232, 255, 257, 1322, 302, 59, 560, 969, 882, 1044, 948, 591, 1074, 854, 414 - Travel : 37, 157, 31, 250, 284, 259, 184, 200, 195, 864, 360, 1503, 1489, 1180, 529, 612 - Weather : 464, 578, 1030, 476, 125, 1639, 1396, 964, 757, 1083, 424 - News : 26, 21, 460, 1759, 19, 335, 12, 525, 472, 1676, 1794, 565, 425, 644 - References : 54, 1099. This user is close to Hotel ,Business affairs ,Residence and Government. ",this user will use App 475
"The apps 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Utilities'  are used prior to the prediction. The apps 828, 2, 763, 2, 815, 828, 815, 828, 815, 828, 815, 2, 363, 2, 828  are used prior to the prediction. On Monday 02 PM. Social_Networking : 2, 1, 5, 55, 212, 121, 256, 77, 843, 364, 252, 202, 398, 1594, 430, 286, 763, 522, 36, 358, 1267, 376, 371, 228, 368, 363, 370, 377, 929, 23, 1232, 471, 372, 905, 375, 369, 572, 935, 917, 1721, 932, 359, 235, 1967, 1087, 1484, 18, 1491, 619 - Music : 10, 209, 289, 394, 407, 417, 508, 408, 626, 676, 354, 583, 287, 513, 492, 1849, 1404, 1667, 1879 - Utilities : 80, 46, 167, 34, 634, 129, 60, 229, 72, 325, 90, 74, 815, 344, 379, 108, 15, 828, 38, 182, 267, 466, 510, 661, 883, 242, 427, 489, 164, 78, 224, 128, 199, 688, 148, 1253, 97, 571, 563, 820, 350, 1435, 1682, 1590, 382, 1430, 340, 934, 366, 745, 276, 1339, 1090, 105, 277, 1281, 107, 1354, 1876, 1042, 1196, 380, 1227, 426, 1078, 1938, 1496, 547, 1041, 710, 516, 1400, 968, 1466, 281, 926, 1369, 1353, 1350, 62, 251, 201, 221, 830, 714, 556, 274, 1829, 1233, 210, 505, 94, 311, 342, 348, 576, 632, 1710, 485, 1557, 696, 421, 535, 907, 1549, 158, 752, 446, 1121, 1092, 1441, 288, 993, 1323, 836, 865, 1424, 1837, 1950, 585 - News : 21, 327, 113, 19, 12, 26, 146, 53, 425, 472, 614, 565, 1210, 328, 1438, 1759, 1676, 1326, 1535, 525, 1033, 335, 1679, 1128, 1321, 644, 460, 1836 - Lifestyle : 79, 138, 76, 29, 1391, 172, 126, 271, 351, 1508, 247, 246, 635, 413, 381, 387, 708, 555, 384, 389, 176, 766, 353, 613, 116, 528, 1215, 903, 607, 1183, 974, 1318, 1822, 1365, 1567, 652, 1760, 1401, 1096, 222, 227, 1627, 1084, 1157, 1294, 1548, 1866 - Travel : 31, 308, 37, 157, 250, 612, 200, 184, 529, 195, 284, 1007, 889, 259, 1180, 875, 412, 437, 772, 1428, 1241, 1486, 360, 1489, 868 - Games : 7, 300, 310, 664, 561 - Navigation : 4, 9, 41, 82, 115, 717, 559, 8, 532, 606, 1470, 657, 658, 662, 447, 1525, 1740, 290 - Photo&Video : 1179, 1098, 1159, 1166, 139, 439, 237, 320, 1591, 1519, 1110, 1017, 1513, 1374, 1963, 1537, 1889 - Shopping : 70, 255, 418, 591, 536, 854, 924, 232, 747, 1344, 948, 1776, 1158, 1654, 1277, 560, 302 - Weather : 1639, 125, 578, 464, 424, 1030, 462, 964, 757, 476, 1083, 1396, 144, 699 - Entertainment : 30, 705, 1419, 32, 497, 900, 1753, 390, 312, 1897, 1620, 986, 674, 637, 98, 1566 - References : 897, 54, 1099 - Finance : 1122, 402, 266, 558, 401, 554, 343, 649 - Health & Fitness : 592, 718, 1331 - Education : 1222, 334, 504. This user is close to Hotel ,Business affairs ,Life service ,Residence and Shopping. ",this user will use App 2
"The apps 'Social_Networking', 'Navigation', 'Social_Networking', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Utilities', 'Navigation', 'Utilities', 'Social_Networking', 'Utilities'  are used prior to the prediction. The apps 23, 9, 5, 33, 783, 33, 372, 682, 372, 38, 69, 9, 69, 372, 1192  are used prior to the prediction. On Thursday 01 PM. Lifestyle : 1311, 542, 29, 126, 33, 76, 172, 528, 389, 79, 381, 384, 387, 17, 781, 1084, 351, 708, 766, 538, 613, 760, 413, 523, 652, 227, 783, 799 - Utilities : 74, 78, 34, 148, 38, 325, 80, 69, 27, 276, 46, 90, 379, 1192, 60, 93, 107, 382, 1619, 556, 1219, 934, 593, 618, 128, 42, 1563, 682, 56, 272, 1066, 1283, 865, 1233, 145, 1288, 1025, 253, 745, 688, 330, 348, 366, 182, 1831, 435, 251, 1466, 598, 52, 1624, 1343, 288, 1791, 160 - Social_Networking : 1, 5, 2, 77, 23, 372, 202, 371, 377, 228, 358, 370, 363, 369, 375, 235, 55, 376, 522, 252, 929, 1267, 368, 763, 935 - News : 12, 19, 53, 335, 1836 - Shopping : 70, 255, 948, 59, 414, 591, 1472, 785, 232, 801, 788, 787, 854, 1277, 1776, 795, 786 - Entertainment : 187, 940, 405, 312, 1749, 1067, 1762 - Navigation : 9, 41, 532 - Books : 527, 656 - Finance : 266, 343, 558, 402 - Music : 287, 136 - References : 54, 1099. This user is close to Business affairs and Residence. ",this user will use App 1619
"The apps 'Social_Networking', 'Travel', 'Travel', 'Social_Networking', 'Travel', 'Social_Networking', 'Travel', 'Travel', 'Social_Networking', 'Travel', 'Utilities', 'Travel', 'Travel', 'Travel', 'Travel'  are used prior to the prediction. The apps 5, 195, 37, 5, 37, 5, 184, 195, 5, 31, 281, 37, 184, 195, 31  are used prior to the prediction. On Tuesday 08 PM. Social_Networking : 2, 77, 1, 202, 5, 522, 286, 252, 235, 398, 1267, 763 - Travel : 31, 37, 195, 184, 200, 529, 360, 308, 437, 875, 259, 612, 1489 - Utilities : 251, 90, 107, 281, 481, 991, 108, 667, 34, 199, 46, 74, 489, 60, 80, 382, 563, 1450, 379, 745, 128, 288, 1090, 934, 148, 1424, 968, 688 - Lifestyle : 29, 126, 76, 389, 708, 172, 387, 384, 381, 1763, 528, 351, 1084, 246, 222, 766 - Music : 361, 1008, 990, 963, 1561, 1656, 1669, 287 - Navigation : 4, 41, 559, 1580, 723 - Shopping : 70, 255, 948, 591 - Weather : 521. This user is close to Hotel ,Business affairs ,Life service ,Culture ,Residence ,Entertainment and leisure ,Scenic spot ,Shopping and Restaurant. ",this user will use App 37
"The apps Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking  are used prior to the prediction. The apps 8, 16, 8, 16, 8, 16, 8, 16, 8, 16, 8, 16, 8, 16, 8  are used prior to the prediction. On Monday 04 PM. Communication : 16, 4, 35, 30 - Lifestyle : 70, 62 - Social_Networking : 8 - Utilities : 2, 28, 24, 12, 41 - Entertainment : 7 - Photo&Video : 34, 31, 13 - Shopping : 17, 26, 25 - Music : 49 - References : 45 - Navigation : 6. ",this user will use App 16
"The apps 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Utilities', 'Social_Networking', 'Social_Networking', 'Utilities', 'Utilities', 'Utilities', 'Utilities'  are used prior to the prediction. The apps 55, 598, 64, 1238, 693, 1323, 598, 1238, 598, 18, 55, 598, 349, 495, 349  are used prior to the prediction. On Friday 11 PM. Utilities : 1238, 519, 263, 64, 349, 1323, 495, 598, 1195, 693, 93, 1421, 42, 1474, 824, 68, 281, 338, 47, 1804, 315, 238, 103, 938, 248 - Social_Networking : 23, 1, 55, 18, 619, 223, 243 - Lifestyle : 33, 17, 126, 1733, 783, 523, 781, 777 - Entertainment : 501, 98, 390 - Shopping : 785, 790, 788, 787 - News : 640, 488. This user is close to Business affairs ,Life service ,Government ,Factory and Shopping. ",this user will use App 495
"The apps Communication, Social_Networking, Social_Networking, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication  are used prior to the prediction. The apps 1, 8, 3, 8, 51, 8, 51, 8, 4, 8, 4, 8, 4, 8, 4  are used prior to the prediction. On Thursday 11 AM. Communication : 58, 14, 1, 4, 51, 16 - Social_Networking : 8, 3 - Photo&Video : 34, 31, 13 - Utilities : 18, 2, 41, 12, 28 - Navigation : 6 - Lifestyle : 38, 62 - Shopping : 15, 17 - References : 29, 20 - Entertainment : 7 - Music : 49. ",this user will use App 8
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. The apps 2, 252, 2, 252, 2, 763, 2, 252, 2, 252, 2, 763, 2, 36, 2  are used prior to the prediction. On Thursday 07 AM. Social_Networking : 2, 1, 5, 23, 252, 398, 55, 235, 18, 77, 202, 36, 763, 568, 522, 1491, 572, 471, 228, 619, 369, 212, 286, 448, 1087, 843, 372, 368, 430, 1532, 1967, 364, 370, 256, 359, 121, 1594, 917, 932, 375 - Utilities : 15, 105, 952, 210, 1315, 229, 103, 42, 1219, 68, 238, 185, 201, 52, 1418, 182, 167, 27, 1339, 832, 51, 632, 90, 753, 93, 205, 325, 242, 909, 34, 64, 208, 80, 74, 158, 495, 164, 349, 60, 729, 362, 221, 1041, 826, 46, 1619, 224, 276, 1313, 1121, 78, 1416, 466, 107, 736, 1283, 148, 207, 338, 745, 890, 1480, 1683, 72, 1146, 132, 47, 1011, 1474, 315, 440, 593, 643, 1705, 688, 702, 342, 563, 263, 1305, 277, 1906, 1899, 1643, 586, 587, 589, 934, 1636, 1931, 1095, 1769, 704, 1521, 1804, 824, 716, 262, 489, 1502, 245, 1288, 288, 1992, 1343, 1369, 1227, 350, 1375, 366, 379, 1195, 1406, 1421, 426, 435, 135, 128, 261, 1028 - Lifestyle : 126, 17, 271, 76, 116, 33, 138, 79, 523, 1318, 1548, 613, 1627, 1567, 413, 1157, 384, 768, 777, 381 - Music : 10, 361, 354, 289, 209, 508, 407, 791, 394, 408, 676, 583, 287, 483, 1644, 1849, 1056, 417, 626, 654, 136, 628, 1404 - Navigation : 9, 4, 309, 41, 290, 8, 756, 896, 1736, 662, 115, 853, 532 - Games : 7, 1680, 1701, 300, 1599, 579, 329, 310, 561 - News : 26, 603, 264, 1160, 24, 493, 1128, 614, 19, 1515, 472, 425, 1321, 1425 - Entertainment : 98, 1753, 30, 543, 187, 390, 1897, 684, 1067, 1762, 312, 423 - Shopping : 70, 356, 854, 948, 786, 591, 232, 803, 801, 255, 796 - Travel : 31, 529, 360, 612, 875 - Photo&Video : 139, 1374, 646 - Finance : 1407, 1550 - Books : 111, 1632 - References : 54 - Business : 1538 - Weather : 1603. This user is close to Life service ,Residence ,Government ,Shopping and Education. ",this user will use App 252
"The apps 'Music', 'Social_Networking', 'Music', 'Music', 'Social_Networking', 'Utilities', 'Social_Networking', 'Utilities', 'Social_Networking', 'Music', 'Social_Networking', 'Music', 'Music', 'Social_Networking', 'Music'  are used prior to the prediction. The apps 10, 5, 513, 626, 5, 46, 5, 74, 5, 10, 5, 10, 508, 5, 10  are used prior to the prediction. On Tuesday 06 AM. Social_Networking : 5, 917, 55, 471, 18, 1, 935, 358, 223, 905, 368, 1462, 359, 228, 932, 363, 377, 375, 371, 929, 23, 243 - Utilities : 152, 1288, 72, 46, 80, 618, 42, 441, 74, 47, 60, 52, 51, 366, 68, 1011, 1619, 276, 65, 1048, 736, 958, 242, 1301, 1219, 598, 132, 148, 571, 1353, 350, 1421, 1466, 38, 1564, 93 - Music : 10, 209, 408, 407, 508, 394, 289, 626, 417, 676, 287, 136, 354, 583, 1667, 513, 1404 - Games : 341, 329 - Lifestyle : 172, 351, 246, 126, 708, 766, 17 - Navigation : 9, 115, 1456, 41 - References : 1665, 54 - News : 1754, 1032 - Entertainment : 940. This user is close to Residence. ",this user will use App 5
"The apps Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking, Communication, Social_Networking  are used prior to the prediction. The apps 8, 16, 8, 16, 8, 16, 8, 16, 8, 16, 8, 16, 8, 16, 8  are used prior to the prediction. On Thursday 09 PM. Communication : 16, 30, 42, 1 - Social_Networking : 8, 21 - Photo&Video : 31, 34 - News : 77 - Utilities : 2, 24, 28, 41, 12 - Shopping : 17, 15, 44, 25 - Navigation : 6 - References : 45, 29, 20 - Entertainment : 52, 7. ",this user will use App 16
"The apps 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video', 'Utilities', 'Photo&Video'  are used prior to the prediction. The apps 237, 547, 237, 547, 237, 547, 237, 547, 237, 547, 237, 547, 237, 547, 237  are used prior to the prediction. On Sunday 03 AM. Photo&Video : 237, 439, 1963, 1889, 1179, 1159, 1166, 1098, 1017, 1110, 320, 1591, 1519, 1513 - Utilities : 547, 34, 182, 108, 164, 80, 224, 185, 489, 107, 52, 563, 382, 68, 1253, 46, 74, 1090, 128, 47, 60, 1668, 148, 379, 968, 1837, 276, 350, 1643 - Social_Networking : 2, 1, 77, 202, 5, 252, 398, 522, 286, 1267, 228, 235, 368, 369, 377, 358, 363, 371, 375 - Lifestyle : 29, 176, 76, 172, 389, 381, 126, 384, 387, 351, 903, 528, 1365, 652, 227, 766, 708, 246, 1084 - Travel : 31, 360, 529, 612, 308, 437, 875, 1428 - Music : 10, 508, 394, 209, 407, 626, 676, 417, 408, 289, 287, 583, 513 - Navigation : 4, 41, 82 - Shopping : 70, 854, 591, 255, 948 - Entertainment : 187, 1067, 1749 - References : 54. This user is close to Medical care ,Hotel ,Business affairs ,Life service ,Culture ,Sports ,Residence ,Entertainment and leisure ,Scenic spot ,Government ,Factory ,Shopping ,Restaurant and Education. ",this user will use App 547
"The apps 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking', 'Social_Networking'  are used prior to the prediction. The apps 18, 55, 18, 55, 18, 55, 18, 55, 18, 55, 18, 55, 18, 55, 18  are used prior to the prediction. On Sunday 04 PM. Social_Networking : 55, 18, 36, 223, 572, 1, 243 - Utilities : 42, 93, 51, 47, 479, 362, 938, 52, 1043, 1323, 1016, 68, 102, 1899, 643, 1700, 1552 - Lifestyle : 17, 126, 523, 781, 770 - Navigation : 9. This user is close to Business affairs. ",this user will use App 51
"The apps Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities, Utilities  are used prior to the prediction. The apps 24, 28, 24, 28, 24, 28, 24, 28, 24, 28, 24, 28, 24, 28, 24  are used prior to the prediction. On Friday 12 AM. Communication : 1, 4, 16 - Utilities : 28, 24, 2, 12 - Lifestyle : 76 - Social_Networking : 8 - Entertainment : 7 - Shopping : 17 - References : 20 - Navigation : 6. ",this user will use App 28
"The apps 'Social_Networking', 'Social_Networking', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music'  are used prior to the prediction. The apps 1, 5, 10, 209, 354, 407, 10, 289, 394, 407, 408, 676, 10, 417, 10  are used prior to the prediction. On Friday 09 PM. Music : 10, 209, 289, 407, 394, 408, 417, 354, 676, 626, 508, 963, 1656, 990, 1561, 513, 1849, 583, 1008, 492, 1667, 1879, 1404, 1669, 287 - Social_Networking : 1, 2, 5, 77, 202, 522, 286, 252, 763, 235, 174, 1267, 228, 932, 372 - Utilities : 51, 34, 914, 547, 47, 426, 185, 366, 108, 74, 489, 68, 60, 563, 52, 80, 46, 1090, 382, 1155, 142, 148, 107, 1952, 276, 1078, 729, 350, 1353, 1152, 1466 - News : 493, 614, 1425, 425, 1321, 472, 1128, 1438, 565 - Photo&Video : 237, 439, 1889, 1963, 1519, 1591, 320, 1537, 1513, 1110 - Lifestyle : 29, 76, 389, 387, 381, 384, 172, 126, 351, 528, 708, 1084, 766 - Navigation : 82, 916, 41 - References : 54 - Shopping : 70, 255 - Entertainment : 1897, 684. This user is close to Business affairs and Residence. ",this user will use App 417
"The apps Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities, Communication, Utilities  are used prior to the prediction. The apps 2, 4, 2, 4, 2, 4, 2, 4, 2, 4, 2, 4, 2, 4, 2  are used prior to the prediction. On Friday 03 PM. Utilities : 2, 12, 10, 18, 5 - Social_Networking : 3, 46, 80, 21, 8 - Communication : 63, 4, 1, 50, 14, 16, 9 - Shopping : 17, 15 - Entertainment : 7 - Music : 40, 22 - Navigation : 6 - Lifestyle : 38 - Photo&Video : 13 - References : 20. ",this user will use App 4
